customer_id,segment_true,age,gender,income,region,tenure_years,checking_balance,savings_balance,money_market_balance,cd_balance,mortgage_balance,heloc_balance,auto_loan_balance,personal_loan_balance,credit_card_balance,credit_card_limit,credit_utilization,investment_balance,total_deposits,total_lending,total_relationship_value,product_count,monthly_transactions,avg_transaction_amount,recency_days,branch_visits_monthly,call_center_monthly,digital_score,monthly_logins,mobile_pct,features_adopted,monthly_revenue,annual_revenue,churn_probability,life_stage
B000377,Wealth Builders,38,F,271531,Southeast,5.1,45578.1,54651.52,0.0,0.0,0.0,0.0,34412.65,0.0,312.29,4003.73,0.078,0.0,100229.62,34724.94,134954.56,4,54,292.67,4,3,2,67.5,21,65.8,8,289.71,3476.52,0.02,Building
B000378,Established Families,49,F,146987,Southeast,6.0,12563.44,23189.14,0.0,0.0,408673.87,0.0,0.0,0.0,9164.89,24181.77,0.379,0.0,35752.58,417838.76,453591.34,4,76,95.18,4,1,2,51.9,21,43.9,7,544.44,6533.28,0.0632,Peak Earning
B000379,Wealth Builders,38,F,218663,West,6.4,60153.68,21053.12,0.0,0.0,0.0,0.0,0.0,0.0,1298.23,9407.48,0.138,0.0,81206.8,1298.23,82505.03,3,57,111.0,3,4,2,56.4,14,34.1,5,167.76,2013.12,0.0134,Peak Earning
B000380,At-Risk / Disengaging,47,M,42779,Midwest,8.2,2848.07,1121.36,0.0,29735.14,0.0,0.0,0.0,0.0,8604.87,14106.35,0.61,0.0,33704.57,8604.87,42309.44,4,9,135.31,30,5,1,30.7,14,29.4,3,116.6,1399.2,0.3734,Building
B000381,Small Business Owners,38,F,70007,West,8.1,20959.22,28748.87,0.0,0.0,0.0,0.0,17145.98,0.0,5492.1,8843.96,0.621,98512.36,49708.09,22638.08,170858.53,5,110,30.66,3,0,0,70.4,21,54.4,8,207.52,2490.24,0.0123,Peak Earning
B000382,Digital Enthusiasts,31,M,91143,West,4.8,13082.23,3152.43,321.97,0.0,0.0,0.0,38046.1,2219.84,3252.33,9345.78,0.348,0.0,16556.63,43518.27,60074.9,6,44,132.85,9,1,0,98.2,18,77.3,10,166.68,2000.16,0.0679,Peak Earning
B000383,Digital Enthusiasts,37,M,91695,Southwest,2.3,4647.9,6945.57,116.54,0.0,0.0,0.0,0.0,0.0,5241.33,14014.26,0.374,446932.71,11710.01,5241.33,463884.05,5,92,60.13,14,0,1,100.0,29,88.8,12,80.06,960.72,0.132,Peak Earning
B000384,Digital Enthusiasts,34,F,106134,Southeast,4.0,6625.07,1019.86,0.0,0.0,0.0,0.0,0.0,0.0,2305.08,4904.43,0.47,306407.91,7644.93,2305.08,316357.92,4,111,58.23,53,0,1,95.3,33,85.0,9,51.53,618.36,0.0691,Peak Earning
B000385,At-Risk / Disengaging,58,F,48683,Northeast,8.6,1805.02,1475.77,0.0,0.0,0.0,0.0,31705.68,0.0,0.0,0.0,0.0,0.0,3280.79,31705.68,34986.47,3,8,272.51,17,5,1,33.4,5,22.6,5,64.2,770.4,0.3211,Retired
B000386,Mature Traditionalists,57,M,70628,Southwest,14.7,19629.65,23890.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43519.98,0.0,43519.98,2,33,123.87,36,2,0,33.3,7,24.0,2,82.43,989.16,0.0677,Pre-Retirement
B000387,Established Families,33,F,78543,Southeast,8.9,24856.29,21317.52,0.0,0.0,182453.63,0.0,11746.4,0.0,6413.08,25149.32,0.255,0.0,46173.81,200613.11,246786.92,5,71,62.63,25,3,1,45.5,10,40.7,4,347.67,4172.04,0.0204,Pre-Retirement
B000388,Mature Traditionalists,71,M,59532,Southeast,34.9,17705.69,38365.63,0.0,38372.4,0.0,0.0,0.0,0.0,3159.54,23578.62,0.134,0.0,94443.72,3159.54,97603.26,4,13,190.03,1,3,0,38.8,15,36.6,6,216.92,2603.04,0.0193,Pre-Retirement
B000389,Established Families,36,F,80917,Northeast,7.4,9943.49,29291.2,0.0,0.0,261470.02,12431.95,0.0,0.0,10739.49,21565.24,0.498,0.0,39234.69,284641.46,323876.15,5,49,52.37,18,0,0,70.0,29,60.4,8,449.23,5390.76,0.0537,Peak Earning
B000390,Young Professionals,26,M,84414,Midwest,3.5,6082.67,2822.6,0.0,0.0,0.0,0.0,0.0,0.0,4941.22,9942.1,0.497,0.0,8905.27,4941.22,13846.49,3,28,140.19,45,2,2,91.9,32,68.9,10,46.65,559.8,0.0769,Starting Out
B000391,Established Families,48,M,88416,Southwest,9.0,20287.98,25676.21,0.0,0.0,337719.44,0.0,38709.01,0.0,9637.63,24967.95,0.386,0.0,45964.19,386066.08,432030.27,5,39,111.49,20,1,1,65.6,23,57.0,8,597.24,7166.88,0.09,Pre-Retirement
B000392,Established Families,34,M,73504,Northeast,8.0,21631.39,18969.15,0.0,0.0,442719.17,0.0,28767.42,0.0,6434.7,26264.08,0.245,51278.72,40600.54,477921.29,569800.55,6,67,68.51,15,1,1,53.4,17,46.8,6,660.58,7926.96,0.0376,Building
B000393,At-Risk / Disengaging,62,F,31128,Midwest,7.9,2342.99,1343.5,0.0,0.0,0.0,0.0,0.0,6605.08,15864.11,25753.42,0.616,0.0,3686.49,22469.19,26155.68,4,6,316.04,41,4,2,33.8,6,26.8,2,131.84,1582.08,0.3456,Building
B000394,Wealth Builders,53,M,257174,Midwest,18.7,78804.69,128040.97,0.0,0.0,0.0,0.0,0.0,0.0,855.66,3521.22,0.243,410621.85,206845.66,855.66,618323.17,4,46,143.41,32,3,2,60.5,12,48.2,5,445.49,5345.88,0.0302,Building
B000395,Digital Enthusiasts,24,M,102014,Northeast,0.6,5845.45,5729.95,549.21,0.0,321769.81,0.0,0.0,0.0,9625.37,25874.66,0.372,0.0,12124.61,331395.18,343519.79,5,110,60.44,3,0,2,91.1,27,87.3,12,414.36,4972.32,0.0656,Peak Earning
B000396,Digital Enthusiasts,24,F,69038,West,2.3,17582.35,4006.63,911.38,0.0,0.0,0.0,23942.72,0.0,7731.22,14343.63,0.539,0.0,22500.36,31673.94,54174.3,5,95,40.43,22,1,0,95.8,30,86.8,12,162.97,1955.64,0.0514,Building
B000397,Digital Enthusiasts,25,M,79260,Southeast,3.5,3949.79,14803.46,4903.62,0.0,0.0,0.0,0.0,0.0,5194.78,21644.92,0.24,0.0,23656.87,5194.78,28851.65,4,96,31.27,17,0,1,89.2,26,76.2,9,90.0,1080.0,0.0789,Peak Earning
B000398,Wealth Builders,50,M,152370,Northeast,14.9,56560.41,133473.53,0.0,0.0,0.0,0.0,0.0,0.0,1390.7,26239.67,0.053,50825.15,190033.94,1390.7,242249.79,4,54,90.58,0,0,2,77.1,23,61.6,7,423.82,5085.84,0.01,Peak Earning
B000399,Digital Enthusiasts,23,M,78639,West,1.9,8207.5,8866.57,0.0,0.0,0.0,0.0,0.0,0.0,1725.5,4650.95,0.371,0.0,17074.07,1725.5,18799.57,3,111,40.34,15,4,1,86.5,29,87.1,9,37.99,455.88,0.0989,Peak Earning
B000400,Young Professionals,33,F,62495,Northeast,1.5,2804.43,1673.81,408.84,0.0,0.0,0.0,0.0,0.0,8027.08,17564.73,0.457,5853.79,4887.08,8027.08,18767.95,5,76,53.99,10,1,1,72.7,23,59.5,8,81.44,977.28,0.1174,Starting Out
B000401,Young Professionals,23,M,89799,Northeast,3.1,10556.28,4099.87,0.0,0.0,0.0,0.0,38242.98,0.0,8513.75,14653.62,0.581,0.0,14656.15,46756.73,61412.88,4,52,73.56,3,1,1,93.2,23,90.7,10,185.64,2227.68,0.0801,Starting Out
B000402,Small Business Owners,47,F,145397,Southwest,11.0,13485.39,35094.8,0.0,0.0,0.0,0.0,12603.63,19945.22,7540.39,24968.17,0.302,0.0,48580.19,40089.24,88669.43,5,64,74.33,3,1,0,68.2,22,51.6,10,271.75,3261.0,0.0781,Building
B000403,Young Professionals,32,M,45995,Midwest,0.8,7823.71,7901.78,0.0,0.0,0.0,0.0,10334.24,5042.53,3541.2,9493.83,0.373,0.0,15725.49,18917.97,34643.46,5,76,40.01,6,0,0,86.2,16,72.8,10,113.3,1359.6,0.1026,Starting Out
B000404,At-Risk / Disengaging,38,F,53561,Southwest,8.9,2046.87,1284.88,297.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3629.09,0.0,3629.09,3,10,201.88,9,4,0,27.8,12,25.5,3,-8.68,-104.16,0.3714,Pre-Retirement
B000405,Established Families,37,F,77868,Midwest,3.1,15081.5,17220.61,0.0,39802.65,94116.83,0.0,32620.04,0.0,1571.91,4093.52,0.384,0.0,72104.76,128308.78,200413.54,6,72,55.35,52,3,2,62.5,25,58.8,6,328.66,3943.92,0.1027,Building
B000406,Mature Traditionalists,55,M,94772,West,23.7,8779.98,105158.21,0.0,0.0,0.0,0.0,0.0,0.0,878.18,11709.1,0.075,416413.79,113938.19,878.18,531230.16,4,33,177.9,53,4,1,17.2,9,13.2,5,251.55,3018.6,0.0117,Building
B000407,Mature Traditionalists,77,M,42206,West,29.3,20596.68,47757.01,0.0,0.0,0.0,0.0,0.0,0.0,1865.94,26280.79,0.071,457833.91,68353.69,1865.94,528053.54,4,10,177.95,0,2,1,39.1,7,28.3,4,170.8,2049.6,0.0285,Pre-Retirement
B000408,Established Families,33,M,138947,Southeast,9.4,11920.05,15182.55,0.0,0.0,273921.27,42788.67,0.0,0.0,0.0,0.0,0.0,0.0,27102.6,316709.94,343812.54,4,41,154.61,8,0,2,82.4,22,76.7,9,411.29,4935.48,0.0409,Pre-Retirement
B000409,Established Families,39,F,110692,Midwest,6.2,24648.95,4619.44,0.0,0.0,306266.69,0.0,0.0,0.0,4883.56,19151.23,0.255,211232.77,29268.39,311150.25,551651.41,5,51,65.69,4,3,2,59.1,29,59.3,9,406.62,4879.44,0.0731,Peak Earning
B000410,Young Professionals,28,M,51709,West,3.4,10892.85,6284.85,0.0,0.0,0.0,0.0,0.0,0.0,7761.99,12052.78,0.644,0.0,17177.7,7761.99,24939.69,3,48,61.91,1,0,1,73.9,21,51.4,8,94.21,1130.52,0.0751,Building
B000411,Wealth Builders,54,F,211204,West,19.0,25135.21,52961.47,7195.84,0.0,0.0,0.0,0.0,0.0,2833.28,22135.02,0.128,0.0,85292.52,2833.28,88125.8,4,35,346.39,6,2,2,75.7,24,86.9,8,192.7,2312.4,0.0274,Building
B000412,Established Families,43,F,140128,Northeast,4.1,18880.4,19271.09,2632.46,0.0,0.0,0.0,0.0,0.0,9033.76,23464.32,0.385,0.0,40783.95,9033.76,49817.71,4,45,148.23,9,4,2,58.4,18,61.7,7,134.63,1615.56,0.0316,Pre-Retirement
B000413,Small Business Owners,52,F,86049,Midwest,6.3,17294.46,24356.32,0.0,0.0,403991.75,65421.3,6284.78,19595.99,13544.61,26558.05,0.51,359773.24,41650.78,508838.43,910262.45,8,145,24.02,24,2,1,44.4,10,44.6,6,830.32,9963.84,0.1139,Peak Earning
B000414,Digital Enthusiasts,32,F,95777,Midwest,5.5,7033.56,1784.41,0.0,0.0,0.0,0.0,0.0,0.0,14456.86,28181.01,0.513,175004.92,8817.97,14456.86,198279.75,4,108,43.6,40,0,2,94.2,26,77.5,11,133.03,1596.36,0.0851,Retired
B000415,Young Professionals,23,F,61077,West,3.6,7936.75,6544.29,0.0,0.0,0.0,0.0,0.0,0.0,10359.21,29767.85,0.348,0.0,14481.04,10359.21,24840.25,3,58,58.08,32,3,1,84.8,13,91.0,10,95.77,1149.24,0.1001,Starting Out
B000416,Wealth Builders,57,M,317667,West,8.0,45685.06,86846.93,0.0,0.0,86250.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132531.99,86250.54,218782.53,3,23,878.23,14,4,0,72.0,29,61.8,8,344.08,4128.96,0.01,Peak Earning
B000417,Established Families,39,F,142835,West,9.6,7812.12,4921.77,0.0,0.0,0.0,0.0,0.0,0.0,5640.66,16116.17,0.35,297096.23,12733.89,5640.66,315470.78,4,53,67.52,7,1,0,62.7,8,48.4,7,86.47,1037.64,0.0313,Starting Out
B000418,Wealth Builders,48,M,281367,Southeast,17.2,42152.85,118826.73,20116.53,0.0,165238.68,0.0,0.0,0.0,5018.71,29696.53,0.169,418591.94,181096.11,170257.39,769945.44,6,40,376.17,5,1,2,77.7,19,76.2,10,591.4,7096.8,0.0368,Peak Earning
B000419,Young Professionals,27,M,62295,Southwest,1.2,9742.16,5052.71,2352.09,0.0,382968.17,0.0,0.0,0.0,11484.46,27022.27,0.425,473586.17,17146.96,394452.63,885185.76,6,25,106.22,1,1,1,95.8,27,100.0,10,512.51,6150.12,0.1085,Starting Out
B000420,Established Families,41,F,105291,Northeast,9.7,20615.46,12822.22,0.0,0.0,0.0,0.0,0.0,0.0,4707.0,16810.73,0.28,0.0,33437.68,4707.0,38144.68,3,69,59.62,6,0,2,63.3,18,46.6,7,105.28,1263.36,0.074,Pre-Retirement
B000421,Established Families,34,M,109702,Midwest,12.0,11012.64,18426.49,7222.38,0.0,344786.52,0.0,0.0,0.0,7148.79,16586.53,0.431,0.0,36661.51,351935.31,388596.82,5,58,94.79,3,1,1,49.2,21,38.8,4,471.8,5661.6,0.061,Building
B000422,Mature Traditionalists,60,F,60584,Southwest,18.6,24750.84,98301.21,0.0,0.0,0.0,0.0,0.0,0.0,1637.79,13762.98,0.119,0.0,123052.05,1637.79,124689.84,3,28,104.82,12,2,0,11.2,4,6.8,1,271.4,3256.8,0.0251,Peak Earning
B000423,At-Risk / Disengaging,43,F,40345,Southwest,8.8,739.71,1032.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1772.31,0.0,1772.31,2,2,1276.63,29,4,2,24.6,0,20.0,3,-16.71,-200.52,0.3631,Peak Earning
B000424,Digital Enthusiasts,22,F,108773,Midwest,1.4,5149.65,7235.68,0.0,0.0,0.0,0.0,0.0,22477.11,5747.99,23084.28,0.249,0.0,12385.33,28225.1,40610.43,4,95,30.01,43,0,0,88.5,24,79.2,10,166.9,2002.8,0.0939,Retired
B000425,Digital Enthusiasts,22,M,84470,Southwest,2.4,10048.35,6372.11,780.39,0.0,0.0,0.0,25838.07,0.0,7295.63,20265.65,0.36,0.0,17200.85,33133.7,50334.55,5,42,89.32,32,1,2,93.9,18,83.7,12,149.61,1795.32,0.0893,Starting Out
B000426,Small Business Owners,30,F,187410,West,4.8,12858.98,25893.74,0.0,28108.49,0.0,0.0,14566.54,0.0,11434.7,26166.37,0.437,492508.64,66861.21,26001.24,585371.09,6,148,69.2,112,2,3,76.4,18,59.5,9,260.98,3131.76,0.0491,Pre-Retirement
B000427,Established Families,41,M,124042,Southeast,9.1,11669.14,14921.0,0.0,0.0,190477.84,13314.5,25368.03,0.0,2520.67,5930.99,0.425,475992.22,26590.14,231681.04,734263.4,7,38,105.53,0,1,1,73.6,16,56.3,8,372.42,4469.04,0.0883,Peak Earning
B000428,Established Families,36,F,152157,Northeast,6.4,15859.0,20196.27,0.0,0.0,260641.16,0.0,0.0,0.0,2544.08,5390.01,0.472,0.0,36055.27,263185.24,299240.51,4,36,148.01,41,1,2,79.3,23,64.4,10,352.66,4231.92,0.0341,Retired
B000429,Established Families,46,M,125769,West,11.0,14274.63,5795.68,0.0,0.0,242303.71,79579.84,0.0,0.0,0.0,0.0,0.0,98672.61,20070.31,321883.55,440626.47,5,83,78.37,15,1,1,77.3,27,63.1,7,455.17,5462.04,0.0261,Peak Earning
B000430,Established Families,43,M,70049,Midwest,5.1,12242.98,23312.4,0.0,0.0,320712.67,0.0,0.0,0.0,9329.12,27848.11,0.335,0.0,35555.38,330041.79,365597.17,4,78,48.32,34,0,2,74.7,25,70.5,9,460.38,5524.56,0.0222,Building
B000431,Established Families,38,M,124324,West,8.9,22007.26,4827.19,0.0,0.0,84593.95,68672.31,13160.16,0.0,10232.76,24133.86,0.424,446793.15,26834.45,176659.18,650286.78,7,95,64.68,27,2,1,54.1,26,56.2,5,398.37,4780.44,0.1169,Starting Out
B000432,Mature Traditionalists,74,F,52522,Midwest,19.9,8449.09,66307.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162952.19,74756.7,0.0,237708.89,3,25,111.99,16,3,0,36.0,10,32.3,3,158.44,1901.28,0.0495,Pre-Retirement
B000433,Small Business Owners,39,F,238946,Southwest,2.2,21571.83,13811.06,0.0,0.0,385610.26,0.0,0.0,0.0,7983.81,12856.37,0.621,0.0,35382.89,393594.07,428976.96,4,143,59.22,5,2,0,67.4,15,64.4,7,515.35,6184.2,0.1297,Building
B000434,Mature Traditionalists,72,M,66554,Southeast,13.8,19918.17,87074.09,30884.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309450.33,137877.04,0.0,447327.37,4,29,60.72,10,3,1,39.3,19,42.0,4,286.06,3432.72,0.0524,Peak Earning
B000435,Wealth Builders,45,M,347391,Midwest,13.5,27620.54,82018.68,0.0,35579.94,142736.46,0.0,0.0,0.0,4655.24,20240.18,0.23,371704.74,145219.16,147391.7,664315.6,6,49,338.68,14,1,0,81.8,21,75.4,8,497.09,5965.08,0.0424,Pre-Retirement
B000436,Wealth Builders,41,M,209708,West,13.3,41493.89,23439.09,10034.79,0.0,0.0,0.0,0.0,0.0,5236.79,25797.01,0.203,241957.59,74967.77,5236.79,322162.15,5,38,157.86,9,3,1,57.1,21,44.2,7,201.67,2420.04,0.0234,Peak Earning
B000437,Young Professionals,31,F,68154,Northeast,3.0,8558.49,7334.34,966.34,0.0,0.0,0.0,0.0,0.0,5263.73,14226.3,0.37,373419.06,16859.17,5263.73,395541.96,5,41,48.62,24,3,1,90.9,33,95.6,10,79.35,952.2,0.0962,Peak Earning
B000438,Mature Traditionalists,59,M,68324,Southeast,16.7,13703.77,62583.21,0.0,0.0,0.0,0.0,0.0,0.0,1644.05,15509.88,0.106,0.0,76286.98,1644.05,77931.03,3,12,210.87,1,1,1,31.3,8,34.2,4,174.43,2093.16,0.0109,Starting Out
B000439,Digital Enthusiasts,24,M,118222,Southwest,2.1,6022.91,5778.33,0.0,0.0,0.0,0.0,0.0,0.0,9425.13,21518.56,0.438,0.0,11801.24,9425.13,21226.37,3,64,88.23,27,0,0,93.5,23,93.4,12,96.66,1159.92,0.0326,Pre-Retirement
B000440,Digital Enthusiasts,37,M,87126,Midwest,5.4,17664.23,10491.97,0.0,30442.33,388746.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58598.53,388746.48,447345.01,4,59,81.78,61,0,0,88.7,24,84.9,11,507.95,6095.4,0.0405,Building
B000441,Established Families,44,F,72897,Midwest,10.4,6107.81,19641.62,0.0,0.0,0.0,0.0,0.0,0.0,8929.86,18839.36,0.474,410913.77,25749.43,8929.86,445593.06,4,42,92.73,5,2,0,45.4,17,47.6,5,130.74,1568.88,0.0619,Peak Earning
B000442,Established Families,34,M,88995,Southeast,6.7,13372.1,4195.98,0.0,0.0,428970.33,69838.39,35879.84,19429.68,7361.12,22931.85,0.321,384915.81,17568.08,561479.36,963963.25,8,83,61.85,10,2,1,47.9,23,41.5,4,844.84,10138.08,0.0805,Building
B000443,Wealth Builders,53,M,142002,Northeast,14.6,44693.06,127360.95,0.0,0.0,0.0,0.0,0.0,0.0,326.49,6160.12,0.053,149835.24,172054.01,326.49,322215.74,4,30,191.53,34,4,1,71.0,23,52.6,9,367.26,4407.12,0.02,Retired
B000444,At-Risk / Disengaging,28,M,36759,Midwest,7.1,1422.16,375.82,0.0,0.0,0.0,0.0,0.0,0.0,14216.43,24897.43,0.571,0.0,1797.98,14216.43,16014.41,3,7,226.45,3,2,1,16.0,4,3.8,2,99.84,1198.08,0.3414,Peak Earning
B000445,Mature Traditionalists,76,M,43768,West,11.6,37325.72,75337.42,10295.32,0.0,0.0,0.0,0.0,0.0,874.94,11075.17,0.079,402261.41,122958.46,874.94,526094.81,5,18,97.83,19,4,1,24.8,7,31.7,3,270.56,3246.72,0.0337,Pre-Retirement
B000446,Small Business Owners,36,F,147108,Northeast,5.8,34729.31,7959.02,0.0,0.0,288575.54,65992.39,0.0,0.0,3703.86,11795.74,0.314,0.0,42688.33,358271.79,400960.12,5,81,59.06,17,1,0,61.4,22,54.4,7,545.35,6544.2,0.1196,Building
B000447,Digital Enthusiasts,26,F,121810,Northeast,2.7,4073.08,5550.72,735.28,0.0,0.0,0.0,37688.39,6701.29,13080.81,28191.4,0.464,0.0,10359.08,57470.49,67829.57,6,105,66.64,0,0,1,86.6,24,89.5,10,237.25,2847.0,0.0391,Retired
B000448,Small Business Owners,30,M,130475,Northeast,7.3,22610.92,35715.94,0.0,0.0,0.0,0.0,14078.71,0.0,10604.22,21336.45,0.497,0.0,58326.86,24682.93,83009.79,4,131,56.43,0,0,4,77.9,21,62.3,8,225.69,2708.28,0.0338,Peak Earning
B000449,Established Families,41,M,134699,West,7.4,5104.25,28207.65,0.0,0.0,0.0,0.0,0.0,0.0,2897.12,7297.52,0.397,0.0,33311.9,2897.12,36209.02,3,67,101.23,12,0,1,80.7,26,94.5,10,94.79,1137.48,0.0391,Retired
B000450,Mature Traditionalists,75,M,65974,Northeast,10.1,44057.7,38316.84,0.0,28492.18,0.0,0.0,16729.35,0.0,0.0,0.0,0.0,274665.91,110866.72,16729.35,402261.98,5,21,184.44,20,4,3,39.6,11,40.7,4,263.28,3159.36,0.0515,Building
B000451,Mature Traditionalists,67,F,72145,Southeast,19.5,12055.12,109021.76,47053.1,0.0,0.0,0.0,0.0,0.0,2789.48,23639.69,0.118,314246.03,168129.98,2789.48,485165.49,5,19,115.14,0,4,1,31.5,11,34.5,3,376.95,4523.4,0.0309,Peak Earning
B000452,Digital Enthusiasts,39,F,68205,Southeast,5.3,4145.9,11898.56,3311.94,0.0,0.0,0.0,0.0,0.0,9313.98,18443.53,0.505,0.0,19356.4,9313.98,28670.38,4,110,40.81,9,3,0,99.2,33,73.5,11,99.36,1192.32,0.0798,Retired
B000453,Mature Traditionalists,62,F,42554,Northeast,21.8,22724.53,39142.14,0.0,0.0,0.0,0.0,0.0,0.0,551.05,11021.08,0.05,0.0,61866.67,551.05,62417.72,3,32,54.33,20,5,1,28.8,5,12.6,6,122.66,1471.92,0.076,Retired
B000454,Wealth Builders,46,F,145853,Midwest,14.6,27506.72,136233.99,0.0,0.0,370559.03,0.0,0.0,0.0,0.0,0.0,0.0,285035.32,163740.71,370559.03,819335.06,4,30,161.62,14,2,3,61.3,11,75.6,6,709.57,8514.84,0.0682,Building
B000455,Wealth Builders,50,F,315828,West,5.8,79825.84,56683.22,0.0,0.0,0.0,0.0,34965.24,0.0,824.59,10571.61,0.078,159554.76,136509.06,35789.83,331853.65,5,57,283.49,18,1,1,84.6,31,89.8,9,394.08,4728.96,0.0337,Starting Out
B000456,At-Risk / Disengaging,64,F,33683,Southwest,1.7,1146.71,1451.63,361.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2959.61,0.0,2959.61,3,2,1084.42,75,1,0,29.1,6,35.6,3,1.75,21.0,0.3793,Peak Earning
B000457,Mature Traditionalists,66,M,51019,Midwest,25.1,24288.1,55961.89,0.0,0.0,205335.46,0.0,13256.53,0.0,0.0,0.0,0.0,0.0,80249.99,218591.99,298841.98,4,14,209.88,17,6,1,8.1,9,4.3,1,379.58,4554.96,0.0664,Building
B000458,Mature Traditionalists,58,F,49710,Midwest,15.3,18791.17,98110.92,0.0,0.0,319306.74,0.0,0.0,0.0,524.24,11649.77,0.045,0.0,116902.09,319830.98,436733.07,4,22,118.26,7,3,3,34.6,6,19.5,4,558.13,6697.56,0.0149,Building
B000459,Established Families,39,F,73256,Northeast,8.7,8874.32,16561.95,0.0,0.0,299964.4,0.0,0.0,0.0,7414.65,27461.67,0.27,8211.6,25436.27,307379.05,341026.92,5,97,29.73,7,2,2,73.3,28,73.3,9,413.03,4956.36,0.01,Starting Out
B000460,Established Families,32,M,77203,Southwest,8.1,5190.12,28893.23,0.0,0.0,295905.93,0.0,0.0,0.0,8160.03,26153.93,0.312,198193.1,34083.35,304065.96,536342.41,5,82,39.75,3,0,0,71.2,19,48.3,8,446.03,5352.36,0.0372,Building
B000461,Digital Enthusiasts,31,M,58057,Southwest,5.3,8177.36,1246.26,0.0,0.0,0.0,0.0,19456.9,0.0,6328.02,29296.4,0.216,0.0,9423.62,25784.92,35208.54,4,111,18.28,34,0,1,93.7,26,98.1,12,116.54,1398.48,0.0412,Building
B000462,Wealth Builders,57,F,199346,Southwest,14.2,31756.85,51862.6,0.0,0.0,0.0,0.0,0.0,0.0,2064.74,19117.93,0.108,403935.04,83619.45,2064.74,489619.23,4,47,175.45,2,3,0,59.9,23,41.2,8,201.11,2413.32,0.0213,Peak Earning
B000463,Small Business Owners,41,M,64111,Southwest,13.0,13739.83,39598.36,0.0,0.0,329330.2,68647.8,29407.53,3574.42,4481.87,7570.73,0.592,174523.92,53338.19,435441.82,663303.93,8,58,42.76,6,2,2,62.7,14,41.8,7,714.08,8568.96,0.0309,Pre-Retirement
B000464,Young Professionals,24,M,49367,Southeast,1.9,5381.16,1419.64,0.0,0.0,0.0,0.0,0.0,0.0,3762.57,9453.69,0.398,0.0,6800.8,3762.57,10563.37,3,59,38.02,9,2,1,79.8,22,69.3,9,38.41,460.92,0.1439,Peak Earning
B000465,Mature Traditionalists,74,F,74756,Southeast,23.6,33167.37,26390.53,0.0,0.0,0.0,0.0,0.0,0.0,2127.98,20862.57,0.102,308576.76,59557.9,2127.98,370262.64,4,26,133.78,2,6,0,33.5,9,25.8,4,141.99,1703.88,0.0494,Building
B000466,Digital Enthusiasts,31,F,55018,Southwest,5.0,14202.72,8136.12,0.0,0.0,0.0,0.0,0.0,0.0,3105.87,11764.67,0.264,0.0,22338.84,3105.87,25444.71,3,95,27.58,7,0,2,96.2,32,91.2,11,69.81,837.72,0.1,Pre-Retirement
B000467,Established Families,38,F,109305,Southwest,10.2,6055.67,7867.33,0.0,0.0,0.0,0.0,30289.39,0.0,0.0,0.0,0.0,278081.38,13923.0,30289.39,322293.77,4,33,161.83,5,2,0,69.1,10,65.4,6,111.13,1333.56,0.0441,Starting Out
B000468,Small Business Owners,43,F,199322,Midwest,9.5,23579.95,10093.88,0.0,0.0,226378.46,0.0,0.0,10015.39,8531.1,20507.45,0.416,0.0,33673.83,244924.95,278598.78,5,64,120.12,30,3,2,59.7,20,53.7,7,388.04,4656.48,0.0957,Peak Earning
B000469,Young Professionals,32,M,52097,Midwest,2.8,11008.37,5887.7,0.0,0.0,0.0,0.0,0.0,0.0,7170.72,14428.0,0.497,0.0,16896.07,7170.72,24066.79,3,73,25.84,12,2,0,70.8,24,62.1,7,84.72,1016.64,0.0813,Building
B000470,Mature Traditionalists,59,F,77576,Midwest,29.6,32679.06,23378.69,0.0,11693.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67751.12,0.0,67751.12,3,32,157.14,3,1,1,26.2,16,22.3,3,132.73,1592.76,0.0579,Building
B000471,Digital Enthusiasts,35,F,57413,Northeast,4.5,14840.74,8463.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23303.84,0.0,23303.84,2,103,35.05,27,1,1,93.2,28,96.4,12,38.69,464.28,0.0389,Starting Out
B000472,Mature Traditionalists,69,M,77504,Midwest,14.8,23808.15,109433.49,0.0,0.0,421184.54,46984.13,0.0,0.0,1130.32,9498.49,0.119,0.0,133241.64,469298.99,602540.63,5,19,212.14,5,6,1,35.0,11,39.2,4,789.87,9478.44,0.0751,Building
B000473,Established Families,43,F,122525,Northeast,10.9,24384.72,22058.28,0.0,0.0,142065.43,73150.79,0.0,0.0,11332.8,24371.61,0.465,0.0,46443.0,226549.02,272992.02,5,56,108.02,25,2,1,62.6,19,51.5,8,466.29,5595.48,0.0383,Building
